comment,rating,thumbsUpCount,at
"Ini di update bukan tambah gampang buka atau puter trilerx eh malah tambah berat dan muter triler susah luar biasa,,, kalau mau upgrade minimal jadi mkin ringan bukan mkin berat aplikasix 🙏",2,7,2024-12-08 00:12:36
memudahkan pembelian tiket dengan banyak cara pembayarannya. terima kasih TIX ID,5,3,2024-12-06 08:07:18
"Saya ingin aplikasi ini di tambah fitur terbaik nya dan promo promo di kasih free aplikator dan pembayaran di sediain cash aplikasi nya semoga semakin maju,sukses dan memberikan manfaat buat masyarakat aplikator semoga bisa mempermudah",5,71,2024-12-05 08:08:21
"Tiap kali mau buka selalu kaga bisa, lama hapus juga nih aplikasi kaga guna",1,3,2024-11-30 05:01:31
aplikasi ini memudahkan beli tiket tanpa antri lagi... kerenn,5,1,2024-11-29 01:55:35
Sangat membantu dan tidak perlu repot antri beli tiket lagi.,5,2,2024-11-27 23:31:20
Sangat bagus mempermudah pembelian tiket di bioskop Samarinda jadi cepat gampang deh jadi nggak susah jadi enggak susah,5,0,2024-11-27 07:41:06
Promo nya masih kurang banyak..,4,0,2024-11-27 07:35:13
"Sering kalau mau beli tiket tempat duduk masih banyak kosong, tetapi ketika pilih tempat duduk ga bisa, loading terus. Berkali-kali seperti itu. Pas coba kesekian kalinya rupanya tempat duduk udh hampir penuh. Ini gimana sistemnya? Awal2 pake tix-id real-time kondisi berapa jumlah tempat duduk saat mau pilih. Tapi masa iya dari kosong ke hampir penuh gak sampe 1 menit. Jadinya mau gamau pilih tempat duduk didepan yg tersisa.",2,20,2024-11-26 13:02:04
Mudah dan cepat,5,0,2024-11-26 07:58:22
keren sih aplikasi ini,5,0,2024-11-26 03:48:43
"belom coba si, tapi komentar nya sangat memuaskan insyaallah setelah digunakan memuaskan yaa",5,0,2024-11-22 08:15:13
kenapa loadingnya lama?,1,0,2024-11-22 06:05:59
gak bisa dibuka kenapa ya,2,0,2024-11-22 02:42:55
Bagus sih... cuma kenapa kalo pesen disini kena biaya tambahan,3,0,2024-11-21 14:52:20
Berikan promo untuk pelanggan setia tix id,5,0,2024-11-21 11:53:27
Apk nga ga support klo ada kendala seperti re schedule atau batal karena salah pilih bioskop,1,3,2024-11-20 23:24:28
"Apaan sih, mau tukar voucher pakai loyalty poin gagal terus, kuota habis... Niat ga buat program ?",1,0,2024-11-20 03:59:50
aplikasinya bagus,5,0,2024-11-18 00:40:40
"Lemot banget,mau pesan tiket aja ga bisa2...",1,1,2024-11-17 07:59:19
sangat membantu,5,0,2024-11-17 02:03:05
"kena refund tiba tiba saldo terpotong, dan saldo saya tidak kembali, saya mohon saldo saya dikembalikan",1,1,2024-11-16 12:29:22
Aplikasi payah. Baru cek out tiba-toba gagal refund. Alasan ga jelas,1,3,2024-11-16 03:38:00
Kenapa aplikasi tidak bisa di buka,5,0,2024-11-16 02:58:39
berguna sekali buat melihat ketersediaan tiket cgv dan cinepolis,5,0,2024-11-15 14:26:38
"Aplikasi tix id ini sangat membantu kita kalau mau cari film untuk nonton di bioskop, 👍👍👍👍",5,0,2024-11-14 13:29:36
"Pemesanan tiket terbaik, tapi kenapa hari ini untuk wilayah Cianjur tidak bisa pesan tiket ya ? Mohon atensinya soalnya mau pesan tiket hari ini banyak yang mau nnton. Terimakasih.",5,3,2024-11-14 05:44:17
selalu beli tiket di sini.. sangat praktis,5,0,2024-11-13 12:49:36
"Ini gimana kok poin nya ga bisa ditukar ? Padahal ada 9000 koin tapi ditukar 7000 gak bisa alasannya sdh habis kuotanya . Di tukar yg 4000 jg g bisa jg.. padahal sdh dicoba pagi2 ttp ga BS dicoba siang g bisa jg , sore ,malem sama aja ...",1,14,2024-11-13 05:20:21
Kenapa gagal terus ini aplikasi?? Uda di delete downloae ulang masih tetap tidak bisa...,2,2,2024-11-10 08:18:48
mantabb sangat memudahkan,5,0,2024-11-09 11:00:04
"Aplikasi Tix ID ini sudah keren banget buat beli tiket online! Tapi kayaknya bakal lebih mantap lagi kalau biaya adminnya bisa lebih terjangkau, soalnya masih terasa cukup mahal. Dengan biaya admin yang lebih rendah, pasti makin banyak pengguna yang tertarik. Semoga bisa jadi pertimbangan ya! Terima kasih banyak!",4,44,2024-11-07 22:53:42
"Awal cerita bagus . eehh, makin k tengah ama akhir, ngebosanin... ampe ngantok saiya🤣. . mana hantu nya d 7 pantai cm nongol doang, ga ad serem2nya.. padahal review filmnya d tiktok bgs.. endingnya d paksain bgt🫣",3,8,2024-11-07 12:52:07
Sangat membantu sekali utk beli tiket tinggal klik dan cari film yg mau kita lihat....,5,2,2024-11-05 04:09:24
"Terbaik, mempermudah pembelian tiket nonton",5,0,2024-11-03 23:33:21
"Fitur lebih simpel, praktis dan gampang di pahamin jadi anti ribet klo pake aplikasi ini, suka banget!!!?",5,5,2024-11-03 14:15:32
Sudah tidak ada pilihan pembayaran menggunakan Credit Card.. Tolong kalo bisa di munculkan lagi pilihan pembayaran menggunakan Credit Card,2,2,2024-11-03 05:29:42
Ga ada pilihan untuk daerah magelang.. katanya seluruh indonesia..,1,0,2024-11-02 14:12:56
keren sangat membantu,5,0,2024-11-02 05:07:45
kok sering keluar apk sendiri sih,3,0,2024-10-28 02:55:09
efisien dan sangat membantu kalo boleh saran member dpt disc,5,0,2024-10-27 05:10:53
Saya suka dgn aplikasi tik id dgn mau nonton film dibioskop flm baru dan terbaru,5,0,2024-10-26 23:56:01
mudah buat nonton gk pake antri lg👍,5,0,2024-10-25 08:58:10
udah bayar 2 kursi saldo udah di potong tiket aktifnya tidak ada kocak bngt cokkk scamm bangtt,1,1,2024-10-24 10:30:06
"jelek banget pelayanannya, masa ganti jadwal aja gk bisa, jadi males pake aplikasi ini, pelayanannya buruk banget minta tolong di bantu juga malah di persulit, padahal uang udh masuk, ya kalo gk bisa di refund minimal ganti jadwal lah, ini mah udh kayak penipuan beli barang tapi gada bentuknya gada kebijakannya sama sekali, mending hapus lagi aplikasinya,",1,6,2024-10-23 04:53:06
Kenapa pas mah masuk dari kemarin oops ada kendala mulu sih!!!,2,1,2024-10-22 10:09:04
mantap bagus biar gk kehabisan tiket pesen di tix id aja,5,0,2024-10-21 07:40:32
bagus bgt banyak promo,5,0,2024-10-20 06:45:11
"GAK BISA BAYAR PAKAI KARTU KREDIT DAN DEBIT, APLIKASI PREMIUM PEMBAYAR SULIT.",1,0,2024-10-19 12:22:10
sangat membantu untuk membeli tiket online,5,0,2024-10-19 06:10:22
Lebih mudah pesan tiketnya tanpa harus mengantri,5,0,2024-10-19 01:50:54
sangat membantu sekali karena tdk perlu antri dan lbh praktis dalam memilih film yg di inginkan serta bisa pilih di bioskop mna.,5,84,2024-10-12 11:20:19
Dih gk bisa beli tiket bioskop aneh asal y bisa skrg jd gk bisa hmmmp,3,0,2024-10-11 03:13:51
"Download di 2 hp berbeda sama sama gabisa di buka semua, tulisannya error padahal sinyal kencang + wifi jg kencang tpi setiap kali buka selalu error terus sampe udah uninstal terus instal ulang lagi tpi masih tetep sama aja",1,16,2024-10-10 21:37:04
"Ga sesuai jadwal, saya udh dteng ke bioskopnya, ternyata ga sesuai di apk. Uninstall",1,2,2024-10-08 07:51:15
"baguuuuss banget, n ga ngehank apknya. mudah2an ga eror yaa aamiin",5,0,2024-10-06 12:00:17
Untuk lokasinya masih ga lengkap contohnya cilacap ga ada di apk ini adanya pwt masa harus ke pwt kan ga mungkin yang deket juga ada studio dakota cinema Cilacap sama kroya tolong dong min di perbaiki lagi,2,4,2024-10-06 11:16:21
Cara praktis pesan tiket nonton Dan sering ada promonya😘😘😘😘👍,5,0,2024-10-06 06:01:26
"Ini sih the best buat mesen tiket bioskop+ jajanan nya jdi enak ga harus ngantri, awalnya ad kendala di beberapa bioskop tapi skrng udh aman, keren bgt sih tim TIX ID cepat menanggapi, the best selalu ya",5,103,2024-10-06 03:11:55
"Aplikasi paling mantap, dan biar akun kalian aktif, jangan lupa gunakan = 62VGL2 = ko'de undangny ini, dan selamat akun kalian bakalan aktif dan terverifikasi.. Sehingga kalian sudah bisa menggunakan aplikasi ini, saya sangat suka dengan adanya aplikasi ini, karena aplikasi ini sangat bagus dan juga aman ya.",3,0,2024-10-04 05:49:44
"Ko ga bisa di bukak sii aplikasi nya sekarang, kenapa ya? Padahal jaringan oke",3,0,2024-10-02 06:02:59
pusing mau nonton film Indonesia semua film box office barat belum ada yg Bagus akhirnya nonton di LOKLOK lebih seru banyak pilihan nonton dirumah aja lebih 👍 Tanpa mengeluarkan biaya & tenaga,1,0,2024-09-28 14:15:12
"ga bisa login akun, udah ganti pw masih ga bisa login.",1,0,2024-09-28 05:40:13
"Aplikasi kontol, jelek bgt tolol. Promo²nya ngeprank semua. APLIKASI GK MUTU",1,0,2024-09-28 04:10:14
Kenapa saya gk bisa klaim voucher aneh banget sih nih aplikasi udah 2 kali saya dapet voucher tapi gk bisa di klaim,1,1,2024-09-27 08:07:50
Setiap ada notif promo tiket buy 1 get 1 selalu update.dan setelah diupdate malah balik lagi ke menu awal.dicoba berkali² tete sama aja.jadi gak pernah bisa dibeli kalo buy 1 get 1 nyaa...,1,9,2024-09-26 16:37:13
Mantap pokoknya Semoga perfilman di Indonesia makin Jaya dan maju. Next Semakin banyak room di setiap bioskop nya.. biar gak antri film hehe,5,0,2024-09-15 16:17:02
"ok,jadi bisa melihat extra filmnya sebelum kita menonton ,sgt membantu juga utk sy mencari film yg ingin di tonton",5,15,2024-09-15 00:04:37
"cara mudah, anti ribet gk perlu antri lagi buat beli tiket nonton, bintang 5 dah",5,1,2024-09-14 03:19:30
Lebih mudah tidak antri datang ke bioskop langsung nonton..,5,0,2024-09-13 08:30:53
"mantapp, tapi kalo di adain promo setiap pembelian sesekali lebih joss sih min🤩",5,2,2024-09-10 13:49:25
"Aplikasi yang bagus ada promo buy 1 get 1, terima kasih",5,0,2024-09-08 08:45:49
"mempermudah, jadi enak mau nonton bisa pilih tempat duduk",5,0,2024-09-07 09:58:32
layanannya di tingkatkan lagi sering gagal saat masuk,3,0,2024-09-07 03:02:46
Sy suka buy one get one nya Terimakasih tix Pertahan kan kl bisa di tambah lagi promo2 nya,5,2,2024-09-06 19:00:40
Untuk pesan makan dan minuman tambahin metode pembayran nya jangan dana aja,4,0,2024-09-06 13:56:44
"Refund gagal, saldo tidak kembali ke ewallet. Alasan gagal terhubung dengan bioskop, saya kecewa menggunakan tix VIP+ jujur belakangan ini baik"" saja biasanya namun kenapa pagi subuh saat transaksi sudah berhasil malah tiket tidak dapat dan refund juga gagal di email yang jawab juga bot gmana sih ini sistem nya ga bner",1,13,2024-09-05 01:25:27
"Sangat sangat sangaat recomend sekaliiiii,dan sangat terbantu ga perlu repot² antri",5,1,2024-09-04 10:28:25
"mohon kedepannya selalu pertahankan kualitas aplikasinya karena untuk sekarang masih yang terbaik buat membeli tiket bioskop atau melihat jadwal film dan UI sangat nyaman terus metode pembayaran juga makin banyak,jarang bermasalah tanpa kendala sekian terima kasih",5,161,2024-09-04 00:21:33
"Ini bisa nonton di hp ngga ya, pake tiket yg di beli soalnya di kota saya belum ada bioskop eh tutor dong nonton film bioskop tanpa harus ke bioskop dulu",4,0,2024-09-03 07:15:58
"Tidak perlu antri di kasir, tinggal scan barcode, keluar deh tiket nya tanpa antri panjang",5,1,2024-09-02 02:50:44
"Untuk Aplikasi Bagus, mempermudah, saran sayaKalau bisa biaya admin nya di kurangi, Tks.",5,0,2024-09-01 15:18:36
"Lebih mudah untik beli tiket nonton, sampai di tempat tinggal print tiket",4,0,2024-09-01 06:06:30
"Untuk transaksi sudah bagus, namun untuk harga biaya admin 4000 dikalikan jika kita pesan misal 10 tiket kan jadi mahal 4000×10. mungkin kedepannya dihapus ya kelipatannya atau harga admin jangan terlalu mahal. saran saja.",2,0,2024-08-30 12:22:29
"Aplikasinya sih bagus. Tapi kadang kurang di update klo kursi nya sudah terisi. Di aplikasi ini kosong, begitu mau booking sudah terisi.",4,3,2024-08-29 23:55:35
"Desain interface nyaman,pilihan bioskop banyak,ga pernah nge-lag,banyak promo,cuma saran aja buat perbanyak lagi metode pembayaran nya👍",5,26,2024-08-29 02:36:30
"Mempermudah prosesnya, bebas pilih lokasi bioskop, bebas pilih kursi, mempermudah beli cemilannya, gak perlu ribet antri. Update dgn film2 nya..",5,1,2024-08-27 11:37:53
"Saya sangat kecewa dengan aplikasi ini, disaat mau edit password dan password lama lupa, tidak ada alternatif lain untuk me-reset password lama...",1,1,2024-08-25 12:18:48
"baguss, suka sama apk nya krna memudahkan pelanggan",5,0,2024-08-25 02:08:25
"Aplikasinya bagus, tapi bisa ga jangan terlalu sering minta update.",4,1,2024-08-24 11:16:22
"bagus,cuma suka delay,jadi kursi yg udh kita pesen lewat APK ini masi bisa di pesen sama orang yang beli tiket langsung,tolong di perbaiki",4,0,2024-08-24 08:30:38
"Update mulu,npadahal baru minggu lalu mau buka tix.id suru update, sekarang suru update lagi...",2,4,2024-08-23 11:12:15
Aplikasi yg sangat berguna praktis serta membantu sekali memilih tempat duduk. Ngk usa repot2 antri panjang ... dtg ke bioskop lgs tukar tiketnya beresss 👍👍👍,5,16,2024-08-23 02:41:58
"Aplikasi yang mengecewakan, slow response. Pilih kursi tidak update, sulit pilih kursi, beberapa kali keluar,kursi telah terisi. Mending beli langsung aja diloket.",1,5,2024-08-22 11:27:42
"kenapa g bisa dibuka.."" ada kendala masalah"" muncul ketika dibuka appsnya",1,1,2024-08-22 08:42:05
"JANGAN pernah selalu hubungkan aplikasi DANA, karena sering kali ada pembelian fiktif di hari premiere film tayang dan saldo DANA langsung ke potong",1,0,2024-08-20 12:03:15
Memudahkan dalam pemesanan tiket dan banyak promo nya..,5,0,2024-08-18 23:12:59
salah satu aplikasi yg sangat2 berguna untuk kita kaum males ngantri klo ada film bgs..,5,0,2024-08-17 23:26:11
Sangat membantu buat update film terbaru dan pesan bangku,5,0,2024-08-17 04:59:06
"Tix id skrg dan dulu udah beda banget. Dulu awalnya rilis, gencar banget cari pelanggan ngasih promo berlimpah. Skrg boro"" ngasih promo, kita beli tiket aja per 1 tiket kena biaya tambahan. Hadeh. Mending lngsung beli di tempat.",1,32,2024-08-17 04:42:59
keren sekarang tix id pembayaran nya bermacam gak kayak dulu yang hanya lewat DANA doang. sekarang bisa Qris euy membantu orang orang yang gak punya dompet digital. tingkatkan terus TIX ID,5,19,2024-08-16 13:07:11
Sering ada promo buy 1 get 1 ticket terus aplikasinya mudah digunakan,5,0,2024-08-16 07:16:40
"mantap, lebih mudah pesan tiket tanpa antri",5,0,2024-08-15 01:01:11
Biaya pemesanannya terlalu mahal menurut saya 4rb/tiket..,2,3,2024-08-14 23:39:38
"Setiap kali ada film bagus dan takut tidak dapat tempat duduk yang nyaman pasti beli lewat tix id, kalo ada promo baru beli hehehe",5,19,2024-08-14 09:24:11
2 tahun pakai aplikasi ini dan sudah melihat perkembangannya lebih canggih,5,0,2024-08-14 00:50:05
Suka banget sama ni apk mau beli tiket juga gampang poll cinta banget pokok nya 🤩🤩,5,0,2024-08-12 03:06:34
aplikasi yang sangat membantu sekali untuk orang yang tidak suka mengantri,5,0,2024-08-11 09:28:07
Tolong jangan Paksa Upgrade Aplikasi di smartphone Kami. Saya Sebagai User Aplikasi ini Sangat Kesal melihat Perusahaan terus memaksa untuk Update paksa TIX ID kepada User Aplikasi nya Jika mereka melakukan upgrade. Tolong Kasih Pilihan di aplikasi apakah mau di upgrade atau tidak Perusahaan Pembuat Aplikasi TIX ID. Tolong lihat Ulasan ku mohon maaf penyampaianku berupa Kritikan,3,6,2024-08-11 02:14:40
"Salah satu apl paling berguna dan praktis, bisa buat ngecek, liat berita dan beli tiket untuk film terbaru, pembayarannya juga cukup mudah..",5,120,2024-08-10 11:08:51
"Aplikasi yg sangat membantu & ok banget...sll bikin mudah & puas,thangkyu",5,1,2024-08-10 02:39:50
"kok sering error akhir"" ini.. Fix sering eror gk mau masuk ke halaman utama",1,4,2024-08-09 05:16:46
"not recomended, pernah beli tiket pakai kupon discount, katanya di discount ternyata pas bayar tetap dikenakan harga normal",1,3,2024-08-08 00:34:23
"Saya booking Tiket, pembayaran juga telah berhasil. Saldo saya sudah tersedot 88k, namun code kursinya tidak muncul. Ketika saya bertanya kepada salah satu petugas bioskop, mereka bilangnya ini error pada aplikasinya. Ujung ujungnya code tiketnya tidak muncul sampai filmnya selesai ditayangkan, dan saya tidak menerima refund sepeserpun.",1,2,2024-08-06 08:56:08
"Aplikasinya Bagus, tapi bingung mau komplain kemana? Sayangya gak disemua bioskop film korea yang bagus dan film barat yang bagus-bagus tayang contohnya ESCAPE kenapa tidak tayang di Bioskop XX1 Irian Kisaran kab Asahan Sumatera Utara🙄🙄🙄 kebanyakan film horor gak jelas🙄🙄🙄🙄",4,3,2024-08-06 03:32:31
"So far so good, sngat membantu dan ga ribet, cocok buat org yg satset wkwk",5,1,2024-07-31 12:19:13
"Semoga sukses selalu untuk selamanya. Aplikasinya sdh bagus, sangat membantu utk melihat film-film favorit yg ingin ditonton oleh seluruh keluarga.",5,0,2024-07-30 11:58:36
"Aplikasi yg sangat2 membantu pas lagi bete mo nonton bisa langsung check film apa yg lagi tayang dan dijam brapa?, semoga kedepannya ada promo2 ya",5,27,2024-07-30 03:14:16
"sangat mudah di gunakan, tdk perlu antri lgi utk beli tiket",5,0,2024-07-29 11:58:47
"Bagus dan nyaman, tambahi lagi ya menu Media Payment nya.",5,1,2024-07-29 09:21:51
"Saya lagi proses pembayaran, ada waktu sekitar 6 menit, tiba2 dicancel dan direfund karna kurai telah dipilih orang lain. Terus waktu 6 menit itu buat apa?!! Bukan masalah uangnya, tp masalah pilihan tempat duduknya!!!",1,4,2024-07-29 03:20:15
"Udh kirim email tentang kendala tapi tetep aja gk mudeng""lu ,cape banget di bikin kecewa sama tix id ,aplikasi lain klo ada masalah pasti di perbaiki coba tix id mana ada mau berbaiki kesalah ,KECEWA BANGET SUMPAH",1,4,2024-07-28 08:33:32
Di download malah kendala cobalah beberapa saat lagi..kocak ini apk,1,2,2024-07-28 04:50:03
"Saya mau memberikan pendapat, kalau bisa jangan tiba tiba keluar hanya kerena pengguna tidak menginginkan update aplikasi ini. Seakan akan aplikasi ini wajib di update kalau ingin masuk karena kalau tidak di update gak akan bisa masuk:)",4,6,2024-07-26 13:09:17
Jadi lebih praktis +mudah ga ribet beli tiket ke mall mall makasih yaaa,5,1,2024-07-25 03:08:03
"mantap tix id udh ada pembayaran via gopay dan shopeepay, ke depannya semoga ada pembayaran via QRIS ya biar bisa dibayar lewat mana aja dan universal",4,1,2024-07-24 03:22:37
Aplikasi sudah bagus tinggal tolong tambah kan mode dark sistem dong min,5,2,2024-07-24 01:47:13
"next update semoga bisa di atur ulang bangku,harinya,dan jam nya dan juga bisa bayar via Bank",3,1,2024-07-23 14:57:32
"Kebanyakan update yang tidak wajar, sering bgt update padahal perubahan nya ga kelihatan.",1,4,2024-07-23 06:09:50
"Biasanya bagus ajaa, udh sering dipake jugaa. Sekarang tiba-tiba abis di upgrade kota Lombok malah ngga ada. Gimana si",3,7,2024-07-22 13:03:45
"Pembayaran tidak ada pilihan kartu kredit, kl mau pake cc harus ke konter",3,0,2024-07-20 02:59:26
"Dikasih update an aplikasi, katanya ada metode pembayaran baru. Pas dicari metode pembayaran di aplikasi, gak ada. Aneh, padahal sudah di update aplikasinya, gimana caranya mau ganti metode pembayaran nya?",1,7,2024-07-18 23:00:02
sangat membantu sekali saat ingin nonton tanpa ribet tanpa antri,5,1,2024-07-18 08:48:17
"Bagus, sayangnya biaya layanan ga masuk akal. Kok bisa biaya layanan di itung per tiket. Satu tiket 4000, lah kalo beli 5 udah 20000 sendiri buat biaya layanan. Matematika yang aneh.",3,17,2024-07-18 06:48:53
